hour,loc,pollutant,value
1,萬里,SO2,2.022651933701657
2,萬里,SO2,1.9396121883656512
3,萬里,SO2,1.8698060941828238
4,萬里,SO2,1.7850415512465374
5,萬里,SO2,1.8216066481994473
6,萬里,SO2,1.8759002770083106
7,萬里,SO2,2.123676880222842
8,萬里,SO2,2.542061281337049
9,萬里,SO2,2.8891364902506957
10,萬里,SO2,3.1693370165745836
11,萬里,SO2,3.1061797752809
12,萬里,SO2,3.021776504297996
13,萬里,SO2,2.753428571428571
14,萬里,SO2,2.7119533527696786
15,萬里,SO2,2.560571428571429
16,萬里,SO2,2.655124653739611
17,萬里,SO2,2.6002747252747245
18,萬里,SO2,2.516483516483516
19,萬里,SO2,2.2942465753424646
20,萬里,SO2,2.2906849315068496
21,萬里,SO2,2.1246575342465777
22,萬里,SO2,2.1482191780821895
23,萬里,SO2,2.1109589041095878
24,萬里,SO2,2.102465753424657
1,觀音,NO2,13.854444444444445
2,觀音,NO2,13.52577030812325
3,觀音,NO2,12.546910112359559
4,觀音,NO2,11.716155988857937
5,觀音,NO2,11.708403361344542
6,觀音,NO2,12.005056179775284
7,觀音,NO2,12.426610644257703
8,觀音,NO2,12.13743016759776
9,觀音,NO2,10.503081232492994
10,觀音,NO2,9.227576601671315
11,觀音,NO2,8.205142857142858
12,觀音,NO2,7.258132530120479
13,觀音,NO2,6.7523391812865485
14,觀音,NO2,6.24306358381503
15,觀音,NO2,6.2830945558739275
16,觀音,NO2,6.992436974789918
17,觀音,NO2,8.549299719887955
18,觀音,NO2,10.009116022099443
19,觀音,NO2,11.801928374655638
20,觀音,NO2,12.58677685950413
21,觀音,NO2,13.455248618784534
22,觀音,NO2,13.810526315789478
23,觀音,NO2,13.585555555555553
24,觀音,NO2,13.698607242339833
1,觀音,PM10,54.63661971830986
2,觀音,PM10,54.11647727272727
3,觀音,PM10,53.32954545454545
4,觀音,PM10,53.01709401709402
5,觀音,PM10,52.97142857142857
6,觀音,PM10,52.98
7,觀音,PM10,53.27142857142857
8,觀音,PM10,53.90857142857143
9,觀音,PM10,54.89204545454545
10,觀音,PM10,55.43465909090909
11,觀音,PM10,55.701149425287355
12,觀音,PM10,55.034375
13,觀音,PM10,54.43390804597701
14,觀音,PM10,54.164739884393065
15,觀音,PM10,52.63323782234957
16,觀音,PM10,53.1123595505618
17,觀音,PM10,54.12078651685393
18,觀音,PM10,54.93557422969187
19,觀音,PM10,56.18487394957983
20,觀音,PM10,56.65826330532213
21,觀音,PM10,56.68926553672316
22,觀音,PM10,56.18079096045198
23,觀音,PM10,55.55084745762712
24,觀音,PM10,54.904225352112675
1,觀音,SO2,6.743835616438356
2,觀音,SO2,6.846005509641872
3,觀音,SO2,6.663636363636361
4,觀音,SO2,6.645027624309393
5,觀音,SO2,6.576731301939064
6,觀音,SO2,6.535180055401658
7,觀音,SO2,6.800277008310256
8,觀音,SO2,6.893351800554015
9,觀音,SO2,6.38753462603878
10,觀音,SO2,5.576923076923076
11,觀音,SO2,5.324858757062145
12,觀音,SO2,4.7468842729970335
13,觀音,SO2,4.401461988304095
14,觀音,SO2,4.149572649572651
15,觀音,SO2,4.150285714285714
16,觀音,SO2,4.633240223463692
17,觀音,SO2,5.041483516483515
18,觀音,SO2,5.4619178082191775
19,觀音,SO2,5.960655737704918
20,觀音,SO2,6.386612021857926
21,觀音,SO2,6.731780821917805
22,觀音,SO2,6.607123287671231
23,觀音,SO2,6.609863013698631
24,觀音,SO2,6.756318681318681
1,陽明,NO2,2.2835227272727296
2,陽明,NO2,2.23342776203966
3,陽明,NO2,2.170338983050847
4,陽明,NO2,2.1358543417366955
5,陽明,NO2,2.217366946778712
6,陽明,NO2,2.2039215686274516
7,陽明,NO2,2.2354929577464824
8,陽明,NO2,2.344972067039104
9,陽明,NO2,2.5064606741573017
10,陽明,NO2,2.707843137254903
11,陽明,NO2,2.9404558404558423
12,陽明,NO2,3.220414201183432
13,陽明,NO2,3.0950292397660824
14,陽明,NO2,2.8709677419354853
15,陽明,NO2,2.9959420289855077
16,陽明,NO2,3.0583569405099142
17,陽明,NO2,3.162535211267604
18,陽明,NO2,3.2735211267605626
19,陽明,NO2,3.234078212290502
20,陽明,NO2,3.026197183098591
21,陽明,NO2,2.8577464788732403
22,陽明,NO2,2.7181303116147304
23,陽明,NO2,2.524362606232296
24,陽明,NO2,2.392977528089888
1,陽明,PM10,13.605970149253732
2,陽明,PM10,13.315634218289086
3,陽明,PM10,13.394202898550725
4,陽明,PM10,13.598837209302326
5,陽明,PM10,14.530259365994237
6,陽明,PM10,15.53125
7,陽明,PM10,17.124293785310734
8,陽明,PM10,17.703389830508474
9,陽明,PM10,17.446022727272727
10,陽明,PM10,18.089337175792508
11,陽明,PM10,17.97032640949555
12,陽明,PM10,17.475
13,陽明,PM10,16.99685534591195
14,陽明,PM10,16.478527607361965
15,陽明,PM10,17.216867469879517
16,陽明,PM10,17.49127906976744
17,陽明,PM10,16.685294117647057
18,陽明,PM10,16.93623188405797
19,陽明,PM10,16.716332378223495
20,陽明,PM10,16.05965909090909
21,陽明,PM10,15.492836676217765
22,陽明,PM10,14.518309859154929
23,陽明,PM10,13.485795454545455
24,陽明,PM10,13.506060606060606
1,陽明,SO2,1.48870523415978
2,陽明,SO2,1.5219178082191784
3,陽明,SO2,1.4761643835616447
4,陽明,SO2,1.4964383561643844
5,陽明,SO2,1.5709589041095893
6,陽明,SO2,1.5725274725274727
7,陽明,SO2,1.5656593406593402
8,陽明,SO2,1.6651098901098904
9,陽明,SO2,1.804444444444447
10,陽明,SO2,1.9617728531855947
11,陽明,SO2,1.998579545454546
12,陽明,SO2,2.0005899705014762
13,陽明,SO2,1.9266475644699153
14,陽明,SO2,1.835446685878961
15,陽明,SO2,1.810662824207493
16,陽明,SO2,1.8117318435754177
17,陽明,SO2,1.754972375690607
18,陽明,SO2,1.7350684931506846
19,陽明,SO2,1.716208791208791
20,陽明,SO2,1.81123287671233
21,陽明,SO2,1.6279452054794528
22,陽明,SO2,1.5920547945205485
23,陽明,SO2,1.5217032967032966
24,陽明,SO2,1.4776859504132234
1,龍潭,NO2,12.920172910662828
2,龍潭,NO2,11.36057971014492
3,龍潭,NO2,9.999999999999995
4,龍潭,NO2,9.775516224188795
5,龍潭,NO2,10.289285714285716
6,龍潭,NO2,11.780924855491334
7,龍潭,NO2,14.44124293785311
8,龍潭,NO2,16.01232492997199
9,龍潭,NO2,15.439606741573032
10,龍潭,NO2,14.645983379501383
11,龍潭,NO2,14.139772727272735
12,龍潭,NO2,13.971757925072048
13,龍潭,NO2,13.514655172413795
14,龍潭,NO2,12.966959064327483
15,龍潭,NO2,13.236011904761908
16,龍潭,NO2,14.189473684210524
17,龍潭,NO2,16.2185393258427
18,龍潭,NO2,20.10416666666666
19,龍潭,NO2,21.82472222222222
20,龍潭,NO2,22.05690607734806
21,龍潭,NO2,21.205785123966947
22,龍潭,NO2,19.549444444444436
23,龍潭,NO2,17.33042253521127
24,龍潭,NO2,15.14578651685393
1,龍潭,PM10,50.7485549132948
2,龍潭,PM10,48.60579710144928
3,龍潭,PM10,47.520348837209305
4,龍潭,PM10,46.281976744186046
5,龍潭,PM10,45.393586005830905
6,龍潭,PM10,45.005847953216374
7,龍潭,PM10,46.04692082111437
8,龍潭,PM10,47.683284457478
9,龍潭,PM10,50.106628242074926
10,龍潭,PM10,52.06609195402299
11,龍潭,PM10,53.647230320699705
12,龍潭,PM10,54.325648414985594
13,龍潭,PM10,55.08045977011494
14,龍潭,PM10,55.83132530120482
15,龍潭,PM10,56.91238670694864
16,龍潭,PM10,57.25217391304348
17,龍潭,PM10,57.279538904899134
18,龍潭,PM10,57.71264367816092
19,龍潭,PM10,58.48275862068966
20,龍潭,PM10,59.38793103448276
21,龍潭,PM10,58.85632183908046
22,龍潭,PM10,58.0632183908046
23,龍潭,PM10,56.46551724137931
24,龍潭,PM10,53.672413793103445
1,龍潭,SO2,2.256077348066297
2,龍潭,SO2,2.3498614958448747
3,龍潭,SO2,2.219444444444446
4,龍潭,SO2,2.182777777777777
5,龍潭,SO2,2.1498607242339847
6,龍潭,SO2,2.188826815642459
7,龍潭,SO2,2.3333333333333335
8,龍潭,SO2,2.622969187675072
9,龍潭,SO2,2.7951977401129935
10,龍潭,SO2,2.8456824512534817
11,龍潭,SO2,2.8381502890173427
12,龍潭,SO2,2.984057971014493
13,龍潭,SO2,3.008405797101452
14,龍潭,SO2,2.9388059701492533
15,龍潭,SO2,2.903003003003005
16,龍潭,SO2,2.825000000000001
17,龍潭,SO2,2.8136871508379886
18,龍潭,SO2,2.8939226519337025
19,龍潭,SO2,2.9502747252747223
20,龍潭,SO2,3.003296703296702
21,龍潭,SO2,2.9219780219780205
22,龍潭,SO2,2.714835164835163
23,龍潭,SO2,2.5082417582417578
24,龍潭,SO2,2.36565934065934
