Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,TPE,NKG,Uni Air (B7),Uni Air,482,01:27,,,,,332 74E$gc,,,"Codeshare",2276,3388,9082
- -,TPE,NKG,China Eastern Airlines (MU),China Eastern Airlines,482,01:27,,,,,320 321$gc,,,"Direct",2276,3388,1758
- -,TPE,NNG,China Southern Airlines (CZ),China Southern Airlines,841,02:10,,,,,738$gc,,,"Direct",2276,3373,1767
- -,TPE,NNG,Shenzhen Airlines (ZH),Shenzhen Airlines,841,02:10,,,,,738$gc,,,"Direct",2276,3373,4611
- -,TPE,NRT,American Airlines (AA),American Airlines,1354,03:12,,,,,737$gc,,,"Direct",2276,2279,24
- -,TPE,NRT,EVA Air (BR),EVA Air,1354,03:12,,,,,77W 321 332$gc,,,"Direct",2276,2279,2091
- -,TPE,NRT,China Airlines (CI),China Airlines,1354,03:12,,,,,333 744 343$gc,,,"Direct",2276,2279,1756
- -,TPE,NRT,Cathay Pacific (CX),Cathay Pacific,1354,03:12,,,,,773$gc,,,"Direct",2276,2279,1680
- -,TPE,NRT,Delta Air Lines (DL),Delta Air Lines,1354,03:12,,,,,744$gc,,,"Direct",2276,2279,2009
- -,TPE,NRT,TransAsia Airways (GE),TransAsia Airways,1354,03:12,,,,,320$gc,,,"Direct",2276,2279,5038
- -,TPE,NRT,Japan Airlines (JL),Japan Airlines,1354,03:12,,,,,73H$gc,,,"Direct",2276,2279,2987
- -,TPE,NRT,All Nippon Airways (NH),All Nippon Airways,1354,03:12,,,,,763$gc,,,"Direct",2276,2279,324
- -,TPE,NRT,Scoot (TZ),Scoot,1354,03:12,,,,,772$gc,,,"Direct",2276,2279,17891
- -,TPE,OKA,China Airlines (CI),China Airlines,406,01:18,,,,,738 333 343$gc,,,"Direct",2276,2384,1756
- -,TPE,OKA,TransAsia Airways (GE),TransAsia Airways,406,01:18,,,,,321 320$gc,,,"Direct",2276,2384,5038
- -,TPE,OKA,Peach Aviation (MM),Peach Aviation,406,01:18,,,,,320$gc,,,"Direct",2276,2384,17675
- -,TPE,OKJ,EVA Air (BR),EVA Air,1007,02:30,,,,,M90$gc,,,"Codeshare",2276,2327,2091
- -,TPE,OKJ,All Nippon Airways (NH),All Nippon Airways,1007,02:30,,,,,M90$gc,,,"Codeshare",2276,2327,324
- -,TPE,PEK,EVA Air (BR),EVA Air,1070,02:38,,,,,77W 744$gc,,,"Direct",2276,3364,2091
- -,TPE,PEK,Air China (CA),Air China,1070,02:38,,,,,333 77W 744 738$gc,,,"Direct",2276,3364,751
- -,TPE,PEK,China Airlines (CI),China Airlines,1070,02:38,,,,,744$gc,,,"Direct",2276,3364,1756
